Subject,Repetition,Parameter,Accumbens,Amygdala,Caudate,Cerebellum White Matter,Cerebral White Matter,Hippocampus,Pallidum,Putamen,Thalamus Proper,Ventral DC,Basal Forebrain,ACgG anterior cingulate gyrus,AIns anterior insula,AOrG anterior orbital gyrus,AnG angular gyrus,Calc calcarine cortex,CO central operculum,Cun cuneus,Ent entorhinal area,FO frontal operculum,FRP frontal pole,FuG fusiform gyrus,GRe gyrus rectus,IOG inferior occipital gyrus,ITG inferior temporal gyrus,LiG lingual gyrus,LOrG lateral orbital gyrus,MCgG middle cingulate gyrus,MFC medial frontal cortex,MFG middle frontal gyrus,MOG middle occipital gyrus,MOrG medial orbital gyrus,MPoG postcentral gyrus medial segment,MPrG precentral gyrus medial segment,MSFG superior frontal gyrus medial segment,MTG middle temporal gyrus,OCP occipital pole,OFuG occipital fusiform gyrus,OpIFG opercular part of the inferior frontal gyrus,OrIFG orbital part of the inferior frontal gyrus,PCgG posterior cingulate gyrus,PCu precuneus,PHG parahippocampal gyrus,PIns posterior insula,PO parietal operculum,PoG postcentral gyrus,POrG posterior orbital gyrus,PP planum polare,PrG precentral gyrus,PT planum temporale,SCA subcallosal area,SFG superior frontal gyrus,SMC supplementary motor cortex,SMG supramarginal gyrus,SOG superior occipital gyrus,SPL superior parietal lobule,STG superior temporal gyrus,TMP temporal pole,TrIFG triangular part of the inferior frontal gyrus,TTG transverse temporal gyrus
Sub-02,2,R1,0.6881468273,0.5373894732,0.6655063314,0.8172574433,0.9505293779,0.5668055962,0.8707216177,0.7006036734,0.773752378,0.7908882683,0.4995612132,0.6543486035,0.5330690121,0.8864657705,0.7370324385,0.6620868441,0.5563306131,0.6065867423,0.4650128786,0.6194770449,0.9217612259,0.5612742681,0.7043919017,0.6985449003,0.5864077842,0.6071083293,0.8425915388,0.646838121,0.6973526757,0.9407642985,0.7159352327,0.7571093585,0.8745433404,0.8209333084,0.8601581881,0.6227212499,0.71168576,0.6942138734,0.6911335282,0.7883565493,0.6048713072,0.6463783983,0.5321869497,0.5224313512,0.6245647623,0.8480148516,0.6546943548,0.594798082,0.9148942309,0.6806275369,0.5536224092,1.01518836,0.8793597106,0.7470968369,0.6539154339,0.7580158074,0.5928075726,0.5883683927,0.7792893926,0.554032534
Sub-03,2,R1,0.6092046056,0.5612445648,0.6308996575,0.8651605095,0.9212468045,0.6150336243,0.8848992613,0.7117732529,0.8302513206,0.9101468875,0.474933294,0.6199663979,0.5143189743,0.843172935,0.6796857802,0.6431746502,0.5784482641,0.6008256918,0.5400985076,0.6420712237,0.7781242149,0.6188911916,0.6613359157,0.6749975883,0.6038306057,0.6399528576,0.7842753841,0.6842472958,0.6565162948,0.8334360638,0.6605422605,0.6837960498,0.8290686007,0.747085611,0.7807410547,0.6219340655,0.6596391085,0.6545709345,0.663329598,0.6879391106,0.6381735816,0.6141042325,0.6408387837,0.5095148761,0.6547480617,0.7552929102,0.5982514609,0.6230404038,0.8328170813,0.6255319981,0.5087943108,0.8916059271,0.7949429987,0.7035317196,0.6025762284,0.6948710089,0.5940138535,0.5528364723,0.7375488335,0.6253254884
Sub-04,2,R1,0.6871596784,0.5830981281,0.71020742,0.9820995277,0.9853877553,0.6455321812,0.9440278765,0.7494164813,0.855662081,0.9617810852,0.6455431067,0.6231572277,0.5519748019,0.7605519029,0.8307598435,0.7080470561,0.6109281193,0.6760420886,0.5738061393,0.5885774048,0.845773638,0.6477582964,0.6901979652,0.7663341921,0.6316222866,0.7085157269,0.73368628,0.7260547364,0.662669802,0.88912498,0.8296418159,0.6776269332,0.953429027,0.8572642269,0.802493622,0.6606617407,0.7641937011,0.6668283773,0.6837840493,0.6888479147,0.749511052,0.766036121,0.7122273478,0.5763167949,0.6263736775,0.8981520098,0.6076067569,0.5426991018,0.9581040556,0.6984108521,0.5708620315,1.006711284,0.8717706968,0.8429757065,0.7869734611,0.9015977146,0.599477618,0.5618868846,0.7239919447,0.6098895626
Sub-05,2,R1,0.628795559,0.5929496965,0.6689638884,0.890213645,0.8465299779,0.6125842083,0.8649449547,0.7038898726,0.74764853,0.8413325489,0.6345748329,0.5450295208,0.5639866889,0.6238612877,0.6570548899,0.6326543351,0.5734853444,0.6542793593,0.6123516425,0.531372212,0.5868842458,0.597361216,0.6522077592,0.6733810491,0.6362272534,0.5879685306,0.6304591988,0.5601213354,0.5728159735,0.6319147769,0.6541819447,0.6285412574,0.5579812034,0.4948141735,0.5417306768,0.6623324429,0.6807122059,0.6696314241,0.6550701246,0.6196885337,0.5737860414,0.5787396668,0.5750982798,0.5622256564,0.56570027,0.6664482914,0.6286689098,0.5536296,0.6760281027,0.6397723631,0.5746664531,0.6588770677,0.5915422094,0.6516493839,0.6228955831,0.5989774026,0.6457412573,0.6113787303,0.6521372015,0.5651610254
Sub-06,2,R1,0.605525427,0.5599338341,0.6823655137,0.9161990654,0.9335449287,0.6297634102,0.8980039824,0.7163848905,0.8178433114,0.9313321909,0.539356407,0.6182282979,0.5356525042,0.855912663,0.7527952223,0.7090672948,0.6007180657,0.7040089413,0.5450824719,0.606480506,0.7218632731,0.611368818,0.664820427,0.6836324047,0.5952409254,0.5740053115,0.7853979208,0.66019883,0.6567717301,0.8040280823,0.7052630918,0.6935000188,0.9504296918,0.8265067794,0.8045090899,0.6019231824,0.7697793401,0.5832533444,0.6764071697,0.6595693696,0.6989637361,0.709078091,0.6171937898,0.5651650051,0.7008471955,0.8272811714,0.579585531,0.578031296,0.8126954265,0.6844555335,0.5207337175,0.9049581796,0.8648452022,0.7281613068,0.7872164995,0.7615819073,0.5951441703,0.520080373,0.6982490761,0.6597498046
Sub-01,3,R1,0.5598869051,0.5354230252,0.6262409512,0.8330733527,0.8327346691,0.5818680957,0.819969094,0.6687824053,0.7729381822,0.8637683662,0.5491523773,0.5359370654,0.4762985493,0.7237921681,0.6494012228,0.6094337902,0.5211577268,0.5863989347,0.5060616696,0.541554527,0.7525251041,0.5786187833,0.6194077888,0.6639812459,0.5539175047,0.5908331593,0.6886602115,0.5583741366,0.6054737495,0.7139315927,0.6562776437,0.6230648185,0.634552861,0.6489780558,0.7053943571,0.5758560896,0.6848606639,0.6441709262,0.6123180586,0.6844389226,0.617287688,0.6061969617,0.5996411131,0.5058106552,0.5823596304,0.6598718949,0.5730717175,0.5025036071,0.7298033256,0.5539355098,0.5090355305,0.791212828,0.7076952941,0.6543474065,0.6357845899,0.66873683,0.5713326406,0.516735946,0.6646469557,0.5496729237
Sub-02,3,R1,0.700354608,0.5664265875,0.6749002281,0.7987579193,0.9926385232,0.5876920745,0.8575367874,0.7115922793,0.7569196668,0.8129883736,0.5262998145,0.698650064,0.5496845212,0.9991902321,0.7778473201,0.6754969945,0.5784481627,0.6173293757,0.4922862856,0.6683146382,0.9474416251,0.571916216,0.7503421372,0.7294805403,0.5983699637,0.5931595123,0.91529352,0.6669823981,0.7563636398,0.9816978882,0.7751004887,0.8105258442,0.9098047351,0.8779127352,0.9424139541,0.6426276809,0.7685906397,0.6986834755,0.717215684,0.8202953653,0.6167536393,0.6727324243,0.5594214611,0.522568574,0.6528218773,0.8700643352,0.6978600707,0.5903290001,0.9358019457,0.6999627028,0.5412436034,1.062625608,0.9404796577,0.7741500177,0.7052205765,0.8071522079,0.6098920447,0.6000913291,0.7928336653,0.5629651999
Sub-03,3,R1,0.6307472735,0.5791978512,0.6174534907,0.854148021,0.8768926166,0.6117270388,0.8978878735,0.706378831,0.808992353,0.9070105452,0.4670669593,0.5903431888,0.4963293458,0.7600589423,0.6514202171,0.6130898753,0.542096878,0.5796562146,0.5666114645,0.6045310099,0.7081888603,0.6252636171,0.6131371633,0.6479809221,0.6015651025,0.6137153503,0.7146164548,0.6476814765,0.6363021512,0.7735281836,0.6405700624,0.6377977536,0.7995398687,0.7118997146,0.7125057147,0.6048861759,0.6273161961,0.6360616036,0.6183624979,0.6459711724,0.6047360407,0.5916039809,0.6349024661,0.4870217307,0.6153449338,0.7089634359,0.5813443466,0.6022512877,0.7792164462,0.5913876909,0.5286577813,0.827202895,0.7383096971,0.6582899518,0.5842376262,0.6677541648,0.5655529658,0.5453684242,0.6852451744,0.5967337631
Sub-04,3,R1,0.6685859315,0.6474742359,0.6932439954,0.9432809391,0.9487212109,0.6817052876,0.9634002345,0.7458648783,0.8393848821,1.004742674,0.6572107101,0.6042745655,0.5341794045,0.6961880706,0.7815338772,0.6871524277,0.5950150981,0.6534595738,0.6294513842,0.5596328248,0.7735828739,0.6659795956,0.6600410778,0.7308287969,0.6454058939,0.6932752002,0.6894640489,0.6754624622,0.6476299001,0.8300883277,0.7865403974,0.6357705305,0.9140354326,0.8003334535,0.7517501998,0.649512874,0.7501289019,0.6744976344,0.6535643601,0.6577249958,0.7082014475,0.7403599718,0.751977873,0.5864848592,0.6167178299,0.8407958438,0.5918097658,0.5550946886,0.8935360769,0.6549240039,0.5992249722,0.9264300783,0.8035702871,0.7784090843,0.7515299969,0.8463336362,0.6003701892,0.5669366982,0.6819321613,0.6013917144
Sub-05,3,R1,0.6109495396,0.5805103961,0.6568976772,0.8706587583,0.8302871644,0.5925024394,0.8464606842,0.692978508,0.7283011847,0.8136975086,0.6109493151,0.5319384834,0.5526991688,0.6114901826,0.6494010182,0.6219725665,0.5742179556,0.6446412527,0.594294838,0.5266151263,0.5690769259,0.5887223835,0.6406538491,0.664936427,0.6265826478,0.5813579975,0.6150675604,0.551787271,0.5595784043,0.6195076014,0.6468742763,0.601158619,0.5495968906,0.4935816662,0.531163885,0.6505904732,0.6758765712,0.6642967537,0.6388161469,0.6054545064,0.5703744257,0.5736264997,0.568752714,0.5518018379,0.5564890903,0.6542606982,0.6024343545,0.5562274368,0.6655085915,0.6336747958,0.5750169359,0.6465691648,0.5832859255,0.6411689054,0.6168984094,0.5880187689,0.6347981197,0.5992496709,0.635846139,0.5561474965
